Ticker;SimFinId;Currency;"Fiscal Year";"Fiscal Period";"Report Date";"Publish Date";"Restated Date";"Shares (Basic)";"Shares (Diluted)";"Net Income/Starting Line";"Depreciation & Amortization";"Non-Cash Items";"Change in Working Capital";"Change in Accounts Receivable";"Change in Inventories";"Change in Accounts Payable";"Change in Other";"Net Cash from Operating Activities";"Change in Fixed Assets & Intangibles";"Net Change in Long Term Investment";"Net Cash from Acquisitions & Divestitures";"Net Cash from Investing Activities";"Dividends Paid";"Cash from (Repayment of) Debt";"Cash from (Repurchase of) Equity";"Net Cash from Financing Activities";"Net Change in Cash"
HTLD;1077530;USD;2016;FY;2016-12-31;2017-02-28;2019-02-21;83297000;83365000;56386000;105580000;-12933000;6748000;;;;;155781000;-28808000;;;-28808000;-6666000;;-14678000;-21344000;105629000
HTLD;1077530;USD;2017;FY;2017-12-31;2018-03-01;2020-02-25;83298000;83336000;75173000;103905000;-53284000;-16256000;;;;;109538000;-36536000;;-86728000;-123497000;-6667000;-23303000;;-30168000;-44127000
HTLD;1077530;USD;2018;FY;2018-12-31;2019-02-21;2021-02-22;82378000;82410000;72677000;101329000;-21669000;-5794000;;;;;146543000;-38524000;;;-37814000;-6589000;;-25087000;-31889000;76840000
HTLD;1077530;USD;2019;FY;2019-12-31;2020-02-25;2022-02-25;81980000;82024000;72967000;100932000;-24577000;-2950000;;;;;146372000;-70838000;;-61927000;-132791000;-6563000;-93348000;;-100443000;-86862000
HTLD;1077530;USD;2020;FY;2020-12-31;2021-02-22;2022-02-25;81388000;81444000;70806000;110381000;-4590000;2253000;;;;;178850000;-111177000;;;-111048000;-6502000;;-25654000;-32738000;35064000
HTZ;536728;USD;2016;FY;2016-12-31;2017-03-06;2018-02-27;84000000;84000000;-474000000;265000000;2884000000;-146000000;;;;;2529000000;-10947000000;;-2000000;-1995000000;;-2142000000;-100000000;-183000000;374000000
HTZ;536728;USD;2017;FY;2017-12-31;2018-02-27;2018-02-27;83000000;83000000;327000000;240000000;2017000000;-190000000;;;;;2394000000;-10748000000;;79000000;-3147000000;;1047000000;0;988000000;256000000
HTZ;536728;USD;2018;FY;2018-12-31;2019-02-25;2021-02-26;84000000;84000000;-227000000;218000000;2587000000;-22000000;;;;;2556000000;-12442000000;-24000000;;-4191000000;;1569000000;;1555000000;-94000000
HTZ;536728;USD;2019;FY;2019-12-31;2020-02-25;2022-02-23;117000000;117000000;-50000000;203000000;115000000;2632000000;;;;;2900000000;-13938000000;;;-4452000000;;1515000000;;1501000000;-50000000
HTZ;536728;USD;2020;FY;2020-12-31;2021-02-26;2022-02-23;150000000;150000000;-1723000000;225000000;5000000;2446000000;;;;;953000000;-5640000000;74000000;;4531000000;;-5248000000;28000000;-5312000000;218000000
HUBB;628038;USD;2016;FY;2016-12-31;2017-02-16;2019-02-15;55500000;55700000;297800000;90900000;24000000;-1700000;;;;;411000000;-56400000;-6700000;-173400000;-230200000;-144000000;346700000;-246800000;-59400000;94100000
HUBB;628038;USD;2017;FY;2017-12-31;2018-02-15;2019-02-15;54800000;55100000;249900000;98200000;9200000;21700000;;;;;379000000;-61300000;-3500000;-184100000;-245600000;-157600000;62200000;-92500000;-214300000;-62600000
HUBB;628038;USD;2018;FY;2018-12-31;2019-02-15;2021-02-11;54600000;54900000;366100000;148400000;41300000;-38700000;;;;;517100000;-89400000;3900000;-1118000000;-1201400000;-172300000;741500000;-40000000;506500000;-185999999
HUBB;628038;USD;2019;FY;2019-12-31;2020-02-14;2022-02-11;54400000;54700000;368000000;137900000;-12500000;23400000;;;;;516800000;-86700000;-1700000;-37200000;-121900000;-186600000;-225100000;-35000000;-471000000;-7000000
HUBB;628038;USD;2020;FY;2020-12-31;2021-02-11;2022-02-11;54200000;54500000;334700000;144500000;14600000;109100000;;;;;602900000;-82800000;-6200000;-239600000;-323300000;-201400000;15600000;-41300000;-244200000;77600000
HUBS;504719;USD;2016;FY;2016-12-31;2017-02-16;2019-02-12;35197000;35197000;-45562000;11177000;37238000;16513000;;;;;19366000;-15789000;-1291000;;-22829000;;-743000;11584000;8473000;4250000
HUBS;504719;USD;2017;FY;2017-12-31;2018-02-13;2019-02-12;36827000;36827000;-39714000;15786000;51461000;22081000;;;;;49614000;-20276000;-356349000;-9415000;-396611000;;388179000;13086000;376806000;32599000
HUBS;504719;USD;2018;FY;2018-12-31;2019-02-12;2021-02-16;38529000;38529000;-63828000;23428000;92664000;32587000;;;;;84851000;-22305000;-37257000;;-71230000;;-744000;21555000;12778000;24330000
HUBS;504719;USD;2019;FY;2019-12-31;2020-02-12;2022-02-14;42025000;42025000;-53746000;28793000;104429000;39497000;;;;;118973000;-40372000;-238481000;-23314000;-316194000;;-617000;366206000;359342000;161401000
HUBS;504719;USD;2020;FY;2020-12-31;2021-02-16;2022-02-14;44757000;44757000;-85031000;37060000;101043000;35841000;;;;;88913000;-37274000;-154194000;;-215567000;;577656000;30371000;222460000;102637000
HUN;447408;USD;2016;FY;2016-12-31;2017-02-15;2019-02-12;236300000;239600000;365000000;318000000;-47000000;338000000;;;;;1088000000;-318000000;;198000000;-203000000;-120000000;-560000000;1000000;-723000000;156000000
HUN;447408;USD;2017;FY;2017-12-31;2018-02-23;2019-02-12;238400000;243900000;583000000;319000000;26000000;-86000000;;;;;1219000000;-282000000;;11000000;-424000000;-120000000;-1327000000;35000000;-519000000;294000000
HUN;447408;USD;2018;FY;2018-12-31;2019-02-12;2021-02-12;238100000;241600000;689000000;255000000;-146000000;-94000000;;;;;1207000000;-251000000;;-366000000;-973000000;-156000000;53000000;-260000000;-424000000;-225000000
HUN;447408;USD;2019;FY;2019-12-31;2020-02-13;2022-02-15;228900000;230600000;429000000;270000000;-23000000;-20000000;;;;;897000000;-224000000;;;-260000000;-150000000;89000000;-206000000;-450000000;185000000
HUN;447408;USD;2020;FY;2020-12-31;2021-02-12;2022-02-15;220600000;221900000;291000000;283000000;-170000000;-127000000;;;;;253000000;-174000000;;1531000000;1463000000;-144000000;-365000000;-93000000;-655000000;1068000000
HURC;188434;USD;2016;FY;2016-10-31;2017-01-06;2019-01-04;6569000;6642000;13292000;3868000;3084000;-26961000;;;;;-6717000;-1708000;;0;-3913000;-2310000;;0;-2456000;-14020000
HURC;188434;USD;2017;FY;2017-10-31;2018-01-05;2019-01-04;6615000;6680000;15115000;3616000;1014000;10627000;;;;;30372000;-2181000;;0;-4028000;-2590000;;534000;-2351000;25090000
HURC;188434;USD;2018;FY;2018-10-31;2019-01-04;2021-01-08;6700000;6771000;21490000;3713000;2934000;-7125000;;;;;21012000;-3357000;;-1156000;-6606000;-2898000;;847000;-2553000;10863000
HURC;188434;USD;2019;FY;2019-10-31;2020-01-03;2022-01-07;6759000;6815000;17495000;3745000;2553000;-30206000;;;;;-6413000;-3086000;;-4353000;-8897000;-3203000;-1450000;;-5152000;-20227000
HURC;188434;USD;2020;FY;2020-10-31;2021-01-08;2022-01-07;6670000;6670000;-6247000;4547000;7734000;4898000;;;;;10932000;-577000;;;-1179000;-3420000;;-6933000;-10851000;916000
HURN;166848;USD;2016;FY;2016-12-31;2017-02-23;2018-02-28;21084000;21424000;37617000;46816000;29635000;15175000;;;;;129243000;-13936000;0;-69579000;-86636000;;-79265000;123000;-84095000;-41410000
HURN;166848;USD;2017;FY;2017-12-31;2018-02-28;2019-02-27;21439000;21439000;-170117000;50089000;227778000;-7955000;;;;;99795000;-24402000;;-105416000;-128948000;;36755000;0;28821000;-118000
HURN;166848;USD;2018;FY;2018-12-31;2019-02-27;2021-02-23;21706000;22058000;13646000;39311000;46693000;2008000;;;;;101658000;-8936000;;-2560000;-18562000;;-55501000;937000;-66690000;16198000
HURN;166848;USD;2019;FY;2019-12-31;2020-02-26;2022-02-24;21993000;22507000;41743000;34405000;48429000;7643000;;;;;132220000;-12487000;-5000000;-2500000;-35002000;;-95515000;-11741000;-118836000;-21503000
HWM;195506;USD;2016;FY;2016-12-31;2017-02-28;2018-02-26;438000000;438000000;-878000000;1132000000;1718000000;-1102000000;-238000000;-29000000;232000000;-1067000000;870000000;-1125000000;;10000000;-165000000;-228000000;-775000000;4000000;-754000000;-56000000
HWM;195506;USD;2017;FY;2017-12-31;2018-02-26;2019-02-21;451000000;451000000;-74000000;551000000;1201000000;-1717000000;-915000000;-192000000;62000000;-672000000;-39000000;-596000000;;0;1320000000;-162000000;-820000000;50000000;-1015000000;275000000
HWM;195506;USD;2018;FY;2018-12-31;2019-02-21;2021-02-16;483000000;503000000;642000000;576000000;305000000;-1306000000;-1142000000;-74000000;339000000;-429000000;217000000;-768000000;;;565000000;-119000000;-510000000;16000000;-649000000;129000000
HWM;195506;USD;2019;FY;2019-12-31;2020-02-27;2022-02-14;446000000;463000000;470000000;536000000;528000000;-1073000000;-977000000;-3000000;-1000000;-92000000;461000000;-538000000;73000000;;528000000;-57000000;-404000000;-1094000000;-1568000000;-579000000
HWM;195506;USD;2020;FY;2020-12-31;2021-02-16;2022-02-14;435000000;439000000;261000000;338000000;72000000;-662000000;-238000000;74000000;-381000000;-117000000;9000000;-153000000;;;271000000;-11000000;342000000;-40000000;-369000000;-92000000
HXL;103406;USD;2016;FY;2016-12-31;2017-02-09;2019-02-06;92800000;94200000;249800000;93300000;78100000;-19800000;;;;;401400000;-327900000;;-38600000;-366500000;-39800000;105800000;-111100000;-46800000;-16600000
HXL;103406;USD;2017;FY;2017-12-31;2018-02-07;2019-02-06;90600000;91900000;284000000;104500000;18800000;21400000;;;;;428700000;-278100000;;-76000000;-354100000;-42600000;138300000;-150300000;-58300000;24900000
HXL;103406;USD;2018;FY;2018-12-31;2019-02-06;2021-02-09;87900000;89000000;276600000;123100000;49200000;-27500000;;;;;421400000;-184100000;;-3400000;-187500000;-48400000;147800000;-357700000;-257300000;-27400000
HXL;103406;USD;2019;FY;2019-12-31;2020-02-18;2022-02-09;84900000;85800000;306600000;141700000;29300000;13500000;;;;;491100000;-204100000;;-163200000;-367300000;-54200000;101200000;-143000000;-91400000;31700000
HXL;103406;USD;2020;FY;2020-12-31;2021-02-09;2022-02-09;83800000;84000000;31700000;140900000;-10200000;101900000;;;;;264300000;-50600000;;;-50600000;-14200000;-135100000;-24600000;-178500000;38900000
HZO;993630;USD;2016;FY;2016-09-30;2016-12-06;2018-11-29;24203947;24820847;22582000;7964000;15931000;-23614000;;;;;22863000;-12685000;;-17062000;-29747000;;15688000;-2830000;12858000;5974000
HZO;993630;USD;2017;FY;2017-09-30;2017-12-06;2019-12-03;23966611;24678800;23547000;9364000;18849000;-47015000;;;;;4745000;-13373000;;-18725000;-32098000;;70450000;-39580000;30720000;3367000
HZO;993630;USD;2018;FY;2018-09-30;2018-11-29;2020-12-02;22269378;23030662;39312000;10673000;11748000;8681000;;;;;70414000;-13614000;;-10524000;-23315000;;-43893000;6988000;-40229000;6870000
HZO;993630;USD;2019;FY;2019-09-30;2019-12-03;2021-11-19;22294114;22881147;35985000;11597000;12339000;-72347000;;;;;-12426000;-16082000;;-40713000;-56334000;;84055000;-25296000;58630000;-10311000
HZO;993630;USD;2020;FY;2020-09-30;2020-12-02;2021-11-19;21547665;22125338;74634000;12772000;11723000;205546000;;;;;304675000;-10343000;;-19766000;-30109000;;-161979000;3998000;-158129000;116982000
IAA;968230;USD;2018;FY;2018-12-31;2019-03-19;2021-02-22;133400000;134100000;183700000;97400000;2400000;-5300000;;;;;278200000;-66100000;;;-66100000;;;;-195100000;15200000
IAA;968230;USD;2019;FY;2019-12-31;2020-03-18;2022-02-28;133400000;134400000;193200000;88400000;127300000;-137700000;;;;;271200000;-68200000;;-16700000;-84900000;-1278000000;1264300000;1600000;-182800000;-1200000
IAA;968230;USD;2020;FY;2020-12-31;2021-02-22;2022-02-28;134100000;135100000;194800000;81100000;155100000;-121000000;;;;;310000000;-69000000;;;-69000000;;-18300000;9100000;-56300000;185700000
IAC;647051;USD;2016;FY;2016-12-31;2017-02-28;2018-03-01;367419517;367419517;-16151000;151102000;228370000;-19180000;;;;;344141000;-78039000;110654000;-18403000;12862000;;-176409000;-283127000;-502829000;-152260000
IAC;647051;USD;2017;FY;2017-12-31;2018-03-01;2018-03-01;367621484;391586720;358008000;116408000;26105000;-83831000;;;;;416690000;-75523000;270237000;-149094000;39508000;0;428149000;-246486000;-166124000;301622000
IAC;647051;USD;2018;FY;2018-12-31;2019-03-01;2021-02-25;382851642;419182774;451104000;36145000;60192000;64014000;;;;;611455000;-31397000;-3800000;1136000;-38204000;-105126000;260000000;-133443000;-198768000;500003000
IAC;647051;USD;2019;FY;2019-12-31;2020-04-29;2022-03-01;386771640;413311957;81666000;129686000;131908000;-67925000;;;;;275335000;-95097000;-228663000;138001000;-249673000;;-16250000;-56332000;127025000;-46104000
IAC;647051;USD;2020;FY;2020-12-31;2021-02-17;2022-03-01;335819799;364423392;289867000;195662000;-235364000;-136786000;;;;;113379000;-60726000;-1195588000;-659161000;-1872183000;;472500000;1344624000;4202665000;2636378000
IART;447419;USD;2016;FY;2016-12-31;2017-02-23;2019-02-26;74386000;79194000;74564000;72665000;23191000;-54015000;;;;;116405000;-47012000;;225000;-42622000;;-15563000;10481000;-15116000;53923000
IART;447419;USD;2017;FY;2017-12-31;2018-03-01;2019-02-26;76897000;79121000;64743000;88945000;-37821000;-1323000;;;;;114544000;-43210000;;-1195559000;-1221335000;;1190000000;9774000;1168947000;72880000
IART;447419;USD;2018;FY;2018-12-31;2019-02-26;2021-02-23;82857000;83999000;60801000;110730000;26405000;1747000;;;;;199683000;-77319000;;26704000;-49705000;;-488800000;358982000;-180872000;-36097000
IART;447419;USD;2019;FY;2019-12-31;2020-02-21;2022-02-24;85637000;86494000;50201000;109462000;86279000;-14509000;;;;;231433000;-69500000;;-30509000;-162668000;;-9200000;6948000;-8766000;60073000
IART;447419;USD;2020;FY;2020-12-31;2021-02-23;2022-02-24;84650000;85228000;133892000;116031000;-4777000;-41314000;;;;;203832000;-35233000;;;-68073000;;350063000;-94768000;121625000;271255000
IAS;1333933;USD;2020;FY;2020-12-31;2021-02-12;2022-03-03;134047188;134047188;-32374000;65708000;-7274000;7877000;;;;;33937000;-9662000;;;-9662000;;-1529000;;-1696000;24351000
IBM;69543;USD;2016;FY;2016-12-31;2017-02-28;2017-02-28;999371966;1002814945;11872000000;4381000000;-526000000;1231000000;;;;;16958000000;-3143000000;-225000000;-6133000000;-10975000000;-5256000000;2763000000;-3298000000;-5791000000;141000000
IBM;69543;USD;2017;FY;2017-12-31;2018-02-27;2019-02-26;975738397;980505364;5753000000;4541000000;-383000000;6813000000;;;;;16724000000;-2769000000;-1039000000;-701000000;-7081000000;-5506000000;3447000000;-4358000000;-6417000000;4163000000
IBM;69543;USD;2018;FY;2018-12-31;2019-02-26;2021-02-23;954002283;958466237;8728000000;4480000000;1486000000;554000000;;;;;15248000000;-3147000000;-554000000;-139000000;-4912000000;-5666000000;-301000000;-4614000000;-10470000000;-629000000
IBM;69543;USD;2019;FY;2019-12-31;2020-02-25;2022-02-22;928047920;933882791;9431000000;6059000000;-1944000000;1225000000;;;;;14771000000;-1749000000;268000000;-31554000000;-26936000000;-5707000000;16284000000;-1633000000;9043000000;-3289000000
IBM;69543;USD;2020;FY;2020-12-31;2021-02-23;2022-02-22;931304718;937805914;5590000000;6695000000;-2336000000;8249000000;;;;;18198000000;-2430000000;-628000000;167000000;-3028000000;-5797000000;-3714000000;-302000000;-9721000000;5362000000
IBRX;786262;USD;2016;FY;2016-12-31;2017-03-15;2018-03-12;81979005;81979005;-120809000;3607000;74767000;3842000;;;;;-38593000;-6560000;-107112000;0;-113672000;;20000;-14474000;-15560000;-167825000
IBRX;786262;USD;2017;FY;2017-12-31;2018-03-12;2018-03-12;80583910;80583910;-96423000;5566000;38849000;3228000;;;;;-48780000;-34815000;134367000;0;99552000;;-19871000;-14073000;-34983000;15789000
IBRX;786262;USD;2018;FY;2018-12-31;2019-03-13;2021-03-04;79132220;79132220;-96226000;9555000;23844000;-554000;;;;;-63381000;-12690000;69791000;;57101000;;57000;-228000;-771000;-7051000
IBRX;786262;USD;2019;FY;2019-12-31;2020-03-25;2022-03-01;94210087;94210087;-160158000;14042000;9643000;-15636000;;;;;-152109000;-4087000;25139000;;18552000;;82821000;31585000;114279000;-19299000
IBRX;786262;USD;2020;FY;2020-12-31;2021-03-04;2022-03-01;103550936;103550936;-224187000;12739000;23364000;16360000;;;;;-171724000;-1669000;-18143000;;-19812000;;63700000;87478000;150675000;-40886000
ICE;378167;USD;2016;FY;2016-12-31;2017-02-07;2018-02-07;595000000;599000000;1449000000;610000000;232000000;-142000000;;;;;2149000000;-365000000;-70000000;-425000000;-860000000;-409000000;-949000000;-50000000;-1462000000;-197000000
ICE;378167;USD;2017;FY;2017-12-31;2018-02-07;2019-02-07;589000000;594000000;2554000000;535000000;-765000000;-239000000;;;;;2085000000;-357000000;-327000000;776000000;92000000;-476000000;-275000000;-949000000;-1971000000;218000000
ICE;378167;USD;2018;FY;2018-12-31;2019-02-07;2021-02-04;575000000;579000000;2020000000;586000000;23000000;-96000000;;;;;2533000000;-280000000;-306000000;-1246000000;-1755000000;-555000000;1330000000;-1198000000;-463000000;304000000
ICE;378167;USD;2019;FY;2019-12-31;2020-02-06;2022-02-03;561000000;565000000;1960000000;662000000;66000000;-29000000;;;;;2659000000;-153000000;9000000;-352000000;-1740000000;-621000000;370000000;-1460000000;-424000000;499000000
ICE;378167;USD;2020;FY;2020-12-31;2021-02-04;2022-02-03;552000000;555000000;2108000000;751000000;151000000;-129000000;;;;;2881000000;-207000000;4000000;-9446000000;-10361000000;-669000000;8696000000;-1247000000;26000000000;18528000000
ICHR;926863;USD;2016;FY;2016-12-31;2017-02-11;2019-03-08;1503296;1967926;16662000;9497000;1314000;257000;;;;;27730000;-3795000;;-17407000;-21202000;;21932000;;21932000;28460000
ICHR;926863;USD;2017;FY;2017-12-31;2018-03-13;2019-03-08;25118031;26218424;56454000;12509000;-12750000;-17410000;;;;;38803000;-8226000;;-180955000;-186751000;;166124000;;164604000;16656000
ICHR;926863;USD;2018;FY;2018-12-31;2019-03-08;2021-03-05;24706542;25128055;57883000;23064000;1860000;-22332000;;;;;60475000;-13920000;;-1443000;-15363000;;-68399000;;-70582000;-25470000
ICHR;926863;USD;2019;FY;2019-12-31;2020-03-06;2022-02-28;22418802;22766903;10729000;21869000;2343000;22209000;;;;;57150000;-12343000;;;-20490000;;-19592000;;-19882000;16778000
ICHR;926863;USD;2020;FY;2020-12-31;2021-03-05;2022-02-28;23172961;23460105;33279000;24246000;12731000;-31997000;;;;;38259000;-9562000;;-5035000;-14597000;;170454000;;168625000;192287000
ICLR;1253239;USD;2016;FY;2016-12-31;2017-02-28;2019-03-01;55248900;56407136;262179000;59575000;40765000;-103315000;;;;;259204000;-42601000;18828000;3168000;-74814000;;0;10180000;-93710000;88630000
ICLR;1253239;USD;2017;FY;2017-12-31;2018-02-28;2020-02-27;54129439;54849046;281488000;61297000;39919000;378000;;;;;383082000;-44717000;-8615000;19649000;-177814000;;;13950000;-119277000;90318000
ICLR;1253239;USD;2018;FY;2018-12-31;2019-03-01;2021-02-24;54118764;54790663;322656000;65916000;30973000;-150906000;;;;;268639000;-48397000;12746000;;-37296000;;;16842000;-113023000;112992000
ICLR;1253239;USD;2019;FY;2019-12-31;2020-02-27;2022-03-01;53859537;54333461;375856000;61550000;57879000;-82744000;;;;;412541000;-38948000;8193000;-131272000;-162027000;;;21645000;-125406000;124458000
ICLR;1253239;USD;2020;FY;2020-12-31;2021-02-24;2022-03-01;67110186;68068311;332964000;66126000;60098000;108847000;;;;;568035000;-40885000;44690000;-50381000;-46576000;;0;13203000;-208333000;319996000
ICPT;72077;USD;2016;FY;2016-12-31;2017-03-01;2019-03-01;24663000;24663000;-412830000;3831000;58119000;8439000;;;;;-342441000;-5079000;-55056000;;-60135000;;;452746000;414382000;10933000
ICPT;72077;USD;2017;FY;2017-12-31;2018-02-28;2019-03-01;25054000;25054000;-360367000;4601000;75718000;14646000;;;;;-265402000;-10392000;298167000;;287775000;;;2838000;2838000;26338000
ICPT;72077;USD;2018;FY;2018-12-31;2019-03-01;2021-02-25;28464000;28464000;-309242000;4582000;66793000;-2847000;;;;;-240714000;-167000;-47903000;;-48070000;;;265725000;263545000;-26765000
ICPT;72077;USD;2019;FY;2019-12-31;2020-02-25;2022-03-02;31654000;31654000;-344681000;3663000;85074000;19331000;;;;;-236613000;-1136000;-187852000;;-188988000;;223424000;236253000;457519000;31532000
ICPT;72077;USD;2020;FY;2020-12-31;2021-02-25;2022-03-02;32970000;32970000;-274880000;3118000;99737000;1999000;;;;;-170026000;-3891000;166708000;;162817000;;;1301000;-693000;-9126000
ICPW;161289;USD;2016;FY;2016-12-31;2017-04-17;2017-04-17;83804867;83804867;-2968217;178691;1918251;108026;;;;;-763249;-371751;;;-371751;;16028887;134633;1157923;22923
ICUI;550676;USD;2016;FY;2016-12-31;2017-03-01;2017-03-01;16168000;17254000;63084000;19050000;16562000;-8755000;;;;;89941000;-21285000;40150000;-2584000;16281000;;;2472000;2472000;108918000
ICUI;550676;USD;2017;FY;2017-12-31;2018-03-16;2018-03-16;19614000;20858000;68644000;66569000;-36676000;55886000;;;;;154423000;-79680000;-24743000;-162448000;-266871000;;-75000000;30651000;-44349000;-155010000
ICUI;550676;USD;2018;FY;2018-12-31;2019-03-01;2021-02-26;20394000;21601000;28793000;74735000;82093000;-25406000;;;;;160215000;-87014000;-15056000;-1300000;-103370000;;;14275000;8023000;54709000
ICUI;550676;USD;2019;FY;2019-12-31;2020-03-02;2022-02-25;20629000;21545000;101035000;76916000;11302000;-87335000;;;;;101918000;-106007000;15252000;-76133000;-166888000;;;7732000;-10907000;-76111000
ICUI;550676;USD;2020;FY;2020-12-31;2021-02-26;2022-02-25;20907000;21591000;86870000;85631000;56026000;-5775000;;;;;222752000;-94214000;-3925000;;-98139000;;-357000;13193000;-40000;127427000
IDA;627772;USD;2016;FY;2016-12-31;2017-02-23;2019-02-21;50298000;50373000;198088000;147294000;15756000;-16943000;;;;;344195000;-296950000;776000;;-293933000;-104984000;20736000;-3329000;-103584000;-53322000
IDA;627772;USD;2017;FY;2017-12-31;2018-02-22;2019-02-21;50361000;50424000;213188000;165933000;16707000;39333000;;;;;435161000;-285488000;-6367000;;-280441000;-113127000;-22864000;-3212000;-139551000;15169000
IDA;627772;USD;2018;FY;2018-12-31;2019-02-21;2021-02-18;50432000;50510000;227523000;169120000;49351000;45632000;;;;;491626000;-277853000;-6383000;;-258177000;-121421000;85393000;;-42606000;190843000
IDA;627772;USD;2019;FY;2019-12-31;2020-02-20;2022-02-17;50502000;50537000;233328000;173800000;-7974000;-32529000;;;;;366625000;-278705000;-5816000;;-280492000;-129677000;0;;-136371000;-50238000
IDA;627772;USD;2020;FY;2020-12-31;2021-02-18;2022-02-17;50538000;50572000;237968000;175941000;-7146000;-18632000;;;;;388131000;-310938000;-7587000;;-347258000;-137813000;166384000;;16989000;57862000
IDCC;549215;USD;2016;FY;2016-12-31;2017-02-23;2019-02-21;34526000;35189000;305480000;52753000;46970000;28956000;;;;;434159000;-10782000;;-48000000;-219005000;-31135000;-230000000;-64200000;-321287000;-106133000
IDCC;549215;USD;2017;FY;2017-12-31;2018-02-22;2019-02-21;34605000;35779000;170714000;57053000;96115000;-8082000;;;;;315800000;-2071000;;0;-220297000;-43255000;0;-7311000;-66563000;28940000
IDCC;549215;USD;2018;FY;2018-12-31;2019-02-21;2021-02-18;34491000;35307000;59475000;66108000;-6080000;27289000;;;;;146792000;-2576000;;-145235000;69984000;-48468000;;-103782000;-161057000;55719000
IDCC;549215;USD;2019;FY;2019-12-31;2020-02-20;2022-02-17;31546000;31785000;14951000;77094000;10248000;-12860000;;;;;89433000;-4509000;-350000;10000000;268256000;-44580000;148600000;-196267000;-89324000;268365000
IDCC;549215;USD;2020;FY;2020-12-31;2021-02-18;2022-02-17;30776000;31058000;37941000;81041000;48113000;-3628000;;;;;163467000;-11793000;4285000;910000;-310046000;-43072000;-94909000;1543000;-132856000;-279435000
IDSY;250487;USD;2016;FY;2016-12-31;2017-03-29;2019-04-01;12984000;12984000;-6370000;685000;1982000;1220000;;;;;-2483000;-505000;-24000;;-529000;;2993000;70000;3063000;484000
IDSY;250487;USD;2017;FY;2017-12-31;2018-03-30;2019-04-01;14961000;14961000;-3870000;1132000;2890000;3767000;;;;;3919000;-386000;-9970000;-7373000;-17729000;;-2993000;17342000;14349000;126000
IDSY;250487;USD;2018;FY;2018-12-31;2019-04-01;2019-04-01;17233000;17233000;-5812000;1561000;2769000;-220000;;;;;-1702000;-251000;6847000;;6596000;;;69000;69000;5063000
IDT;535487;USD;2016;FY;2016-07-31;2016-10-14;2017-10-16;22765000;22815000;25358000;20535000;-23283000;26444000;;;;;49054000;-18370000;-13266000;0;-16482000;-17358000;2397000;-4773000;-27575000;-824000
IDT;535487;USD;2017;FY;2017-07-31;2017-10-16;2017-10-16;23182000;23309000;9641000;21704000;-16284000;3953000;;;;;19014000;-22949000;-14829000;-1827000;-39605000;-17874000;2250000;23928000;6822000;-13477000
IDT;535487;USD;2018;FY;2018-07-31;2018-10-15;2018-10-15;24655000;24718000;5199000;22801000;-1539000;-19567000;;;;;6894000;-20567000;18979000;6000000;-1641000;-13941000;0;-2293000;-26561000;-22079000
IDT;535487;USD;2019;FY;2019-07-31;2019-10-11;2020-10-14;25293000;25308000;330000;22632000;2784000;59391000;;;;;85137000;-18681000;-1964000;-5526000;-26171000;;-654000;9390000;7216000;54002000
IDT;535487;USD;2020;FY;2020-07-31;2020-12-22;2020-12-22;26278000;26441000;21418000;20406000;3512000;-74927000;;;;;-29591000;-16041000;-15972000;-450000;-32463000;;-510000;-4206000;-5650000;-55977000
IDXX;447447;USD;2016;FY;2016-12-31;2017-02-17;2019-02-15;89732000;90884000;222054000;78218000;30311000;8360000;;;;;338943000;-64787000;-24035000;-1964000;-90786000;;38000000;-265742000;-222196000;25907000
IDXX;447447;USD;2017;FY;2017-12-31;2018-02-16;2019-02-15;87769000;89567000;263269000;83140000;17518000;9349000;;;;;373276000;-76704000;-47405000;-14579000;-138688000;;44000000;-243943000;-208016000;32774000
IDXX;447447;USD;2018;FY;2018-12-31;2019-02-15;2021-02-12;86864000;88470000;377047000;83178000;30604000;-90745000;;;;;400084000;-115751000;284038000;-22500000;138602000;;-256040000;-331118000;-597799000;-63881000
IDXX;447447;USD;2019;FY;2019-12-31;2020-02-14;2022-02-16;86115000;87542000;427792000;88011000;48324000;-104969000;;;;;459158000;-154969000;;-50559000;-205528000;;-10275000;-265552000;-286409000;-33468000
IDXX;447447;USD;2020;FY;2020-12-31;2021-02-12;2022-02-16;85342000;86722000;582131000;95998000;1695000;-31761000;;;;;648063000;-106958000;;-2418000;-109376000;;-89625000;-131487000;-248416000;293602000
IDYA;1253393;USD;2018;FY;2018-12-31;2019-02-12;2021-03-23;956252;956252;-34346000;886000;4186000;1654000;;;;;-27620000;-1708000;-61471000;;-63179000;;;91000;105378000;14579000
IDYA;1253393;USD;2019;FY;2019-12-31;2020-03-24;2022-03-18;12496957;12496957;-41975000;1245000;1701000;-284000;;;;;-39313000;-1353000;3618000;;2265000;;;50610000;50610000;13562000
IDYA;1253393;USD;2020;FY;2020-12-31;2021-03-23;2022-03-18;31761207;31761207;-34495000;1381000;4171000;84406000;;;;;55463000;-493000;-145750000;;-146243000;;326000;128424000;128750000;37970000
IEHC;248180;USD;2016;FY;2017-03-31;2017-07-14;2018-07-13;2303000;2303000;1473976;443432;0;-1865005;;;;;52403;-595391;;;-595391;0;;;0;-542988
IEHC;248180;USD;2017;FY;2018-03-31;2018-06-06;2018-07-13;2303000;2303000;2565559;330037;27980;-1774415;;;;;1149161;-377042;;;-377042;-575867;;;-575867;196252
